comp,units,core_units,core_items,core_traits,main_carry,main_tank,games,avg_place,top4_rate,win_rate,stability_score
AurelionSol+Galio+Karma+Mordekaiser+Morgana+Rhaast,"AurelionSol,Galio,Karma,Mordekaiser,Morgana,Rhaast","AurelionSol,Galio,Karma,Mordekaiser,Morgana,Rhaast","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_RabadonsDeathcap,Item_WarmogsArmor,Item_Morellonomicon,Item_SteraksGage,Item_MadredsBloodrazor,Item_PowerGauntlet,Item_AdaptiveHelm,Item_NightHarvester,Item_FrozenHeart","DarkStar:1,FlexTrait:1,ManaTrait:1,MorganaUniqueTrait:1,RhaastUniqueTrait:1,Mecha:2,ShieldTank:1,TFTEvent5YR_Coven:2,TFTEvent5YR_Mascot:1,TFTEvent5YR_Honeymancy:2,TFTEvent5YR_Phantom:1,Mecha:1",AurelionSol,Galio,57,6.28,17.54,0.0,49.95
Belveth+Gragas+Kindred+Maokai+MasterYi+RekSai+TahmKench+Urgot,"Belveth,Gragas,Kindred,Maokai,MasterYi,RekSai,TahmKench,Urgot","Belveth,Gragas,Kindred,Maokai,MasterYi,RekSai,TahmKench,Urgot","Item_HPTankEmblemItem,Item_LastWhisper,Item_GuardianAngel,Item_MadredsBloodrazor,Item_GuinsoosRageblade,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_RedBuff,Item_Redemption,Item_Quicksilver,Item_SteraksGage,Item_FrozenHeart","ASTrait:1,DRX:1,TahmKenchUniqueTrait:1,HPTank:3,PsyOps:1,MeleeTrait:1,Primordian:1,Primordian:2,MeleeTrait:2,PsyOps:2,HPTank:2",Kindred,TahmKench,25,6.16,20.0,4.0,49.75
Bard+Karma+Lissandra+Poppy+Rammus+Sona+Veigar,"Bard,Karma,Lissandra,Poppy,Rammus,Sona,Veigar","Bard,Karma,Lissandra,Poppy,Rammus,Sona,Veigar","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_SpearOfShojin,Item_Leviathan,Item_WarmogsArmor,Item_RabadonsDeathcap,Item_Morellonomicon,Item_FrozenHeart,Item_RapidFireCannon,Item_MadredsBloodrazor,Item_Crownguard","APTrait:1,Astronaut:2,DarkStar:1,FlexTrait:1,ResistTank:1,SonaUniqueTrait:1",Veigar,Rammus,21,5.95,9.52,4.76,49.34
Bard+Corki+Fizz+Galio+Gnar+Poppy+Rammus,"Bard,Corki,Fizz,Galio,Gnar,Poppy,Rammus","Bard,Corki,Fizz,Galio,Gnar,Poppy,Rammus","Item_Deathblade,Item_GuinsoosRageblade,Item_InfinityEdge,Item_GargoyleStoneplate,Item_FrozenHeart,Item_LastWhisper,Item_Redemption,Item_Crownguard,Item_WarmogsArmor,Item_RunaansHurricane,Item_MadredsBloodrazor,Item_AdaptiveHelm","Astronaut:3,ResistTank:1,FlexTrait:1,FlexTrait:2,AssassinTrait:1,RangedTrait:1,TFTEvent5YR_Nitro:1,TFTEvent5YR_Pyro:2",Gnar,Rammus,37,6.08,13.51,0.0,49.33
Aatrox+Jax+Jhin+Maokai+Mordekaiser+Nunu+TahmKench+Xayah,"Aatrox,Jax,Jhin,Maokai,Mordekaiser,Nunu,TahmKench,Xayah","Aatrox,Jax,Jhin,Maokai,Mordekaiser,Nunu,TahmKench,Xayah","Item_RunaansHurricane,Item_FrozenHeart,Item_RapidFireCannon,Item_StargazerEmblemItem,Item_WarmogsArmor,Item_Deathblade,Item_Crownguard,Item_InfinityEdge,Item_GargoyleStoneplate,Item_Redemption,Item_ThiefsGloves,Item_AdaptiveHelm","DRX:1,DarkStar:1,HPTank:1,JhinUniqueTrait:1,ResistTank:1,ShieldTank:1,TahmKenchUniqueTrait:1,RangedTrait:1,Stargazer_Serpent:1,Stargazer_Shield:1,Stargazer_Wolf:1,Stargazer_Mountain:4",Xayah,Nunu,87,6.49,12.64,1.15,48.57
Corki+Illaoi+Lissandra+Mordekaiser+Poppy+Rammus+Veigar,"Corki,Illaoi,Lissandra,Mordekaiser,Poppy,Rammus,Veigar","Corki,Illaoi,Lissandra,Mordekaiser,Poppy,Rammus,Veigar","Item_JeweledGauntlet,Item_SpearOfShojin,Item_Leviathan,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_StatikkShiv,Item_FrozenHeart,Item_Crownguard,Item_RabadonsDeathcap,Item_RedBuff,Item_ThiefsGloves,Item_MadredsBloodrazor","APTrait:1,Astronaut:2,DarkStar:1,ResistTank:1,ShieldTank:1",Veigar,Rammus,34,6.09,11.76,0.0,48.04
Gwen+Nami+Nasus+Ornn+Pantheon+Riven+Shen+TahmKench,"Gwen,Nami,Nasus,Ornn,Pantheon,Riven,Shen,TahmKench","Gwen,Nami,Nasus,Ornn,Pantheon,Riven,Shen,TahmKench","Item_JeweledGauntlet,Item_SpaceGrooveEmblemItem,Item_GargoyleStoneplate,Item_WarmogsArmor,Item_SpearOfShojin,Item_StatikkShiv,Item_Leviathan,Item_Bloodthirster,Item_RapidFireCannon,Item_Morellonomicon,Item_RedBuff,Item_AdaptiveHelm","APTrait:1,HPTank:1,ResistTank:1,ShenUniqueTrait:1,TahmKenchUniqueTrait:1,Timebreaker:1,AssassinTrait:1,SpaceGroove:3,ShieldTank:1,AssassinTrait:2,SpaceGroove:2",Nami,Ornn,27,6.22,14.81,0.0,45.53
AurelionSol+Blitzcrank+Galio+Karma+Mordekaiser+Morgana,"AurelionSol,Blitzcrank,Galio,Karma,Mordekaiser,Morgana","AurelionSol,Blitzcrank,Galio,Karma,Mordekaiser,Morgana","Item_GargoyleStoneplate,Item_StatikkShiv,Item_JeweledGauntlet,Item_RabadonsDeathcap,Item_WarmogsArmor,Item_Morellonomicon,Item_SteraksGage,Item_FrozenHeart,Item_MadredsBloodrazor,Item_PowerGauntlet,Item_ThiefsGloves,Item_Crownguard","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:1,Mecha:2,MorganaUniqueTrait:1,ShieldTank:1,SpaceGroove:1,FlexTrait:1,FlexTrait:2",AurelionSol,Galio,37,6.38,16.22,0.0,44.47
Blitzcrank+Illaoi+Karma+Leblanc+Lissandra+Morgana+Sona,"Blitzcrank,Illaoi,Karma,Leblanc,Lissandra,Morgana,Sona","Blitzcrank,Illaoi,Karma,Leblanc,Lissandra,Morgana,Sona","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_GuinsoosRageblade,Item_StatikkShiv,Item_MadredsBloodrazor,Item_RabadonsDeathcap,Item_AdaptiveHelm,Item_WarmogsArmor,Item_Morellonomicon,Item_Redemption,Item_FrozenHeart,Item_NightHarvester","BlitzcrankUniqueTrait:1,DarkStar:1,MorganaUniqueTrait:1,ShieldTank:1,SonaUniqueTrait:1,SpaceGroove:1,FlexTrait:1,ADMIN:1,TFTEvent5YR_Fated:2,TFTEvent5YR_Pyro:1,FlexTrait:2",Leblanc,Morgana,24,6.29,16.67,0.0,44.43
Illaoi+Lissandra+Mordekaiser+Pyke+Rhaast+Viktor,"Illaoi,Lissandra,Mordekaiser,Pyke,Rhaast,Viktor","Illaoi,Lissandra,Mordekaiser,Pyke,Rhaast,Viktor","Item_JeweledGauntlet,Item_RabadonsDeathcap,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_StatikkShiv,Item_PsyOps_DroneMod,Item_Morellonomicon,Item_Redemption,Item_ThiefsGloves,Item_GuardianAngel,Item_InfinityEdge,Item_Crownguard","DarkStar:1,ManaTrait:1,RhaastUniqueTrait:1,ShieldTank:1,PsyOps:1,FlexTrait:1,FlexTrait:2,PsyOps:2",Viktor,Illaoi,26,6.19,7.69,0.0,43.13
Aatrox+Diana+Kindred+Leblanc+Maokai+Morgana+Shen+TahmKench,"Aatrox,Diana,Kindred,Leblanc,Maokai,Morgana,Shen,TahmKench","Aatrox,Diana,Kindred,Leblanc,Maokai,Morgana,Shen,TahmKench","Item_GuinsoosRageblade,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_MadredsBloodrazor,Item_FrozenHeart,Item_RabadonsDeathcap,Item_RapidFireCannon,Item_Redemption,Item_Crownguard,Item_JeweledGauntlet,Item_ThiefsGloves,Item_AdaptiveHelm","ASTrait:1,HPTank:1,MorganaUniqueTrait:1,ResistTank:1,ShenUniqueTrait:1,TahmKenchUniqueTrait:1,DRX:1,ADMIN:1,ADMIN:2,DRX:2",Morgana,Morgana,26,6.15,3.85,0.0,42.36
Corki+Fizz+Galio+Gnar+Poppy+Rammus+Veigar,"Corki,Fizz,Galio,Gnar,Poppy,Rammus,Veigar","Corki,Fizz,Galio,Gnar,Poppy,Rammus,Veigar","Item_Deathblade,Item_GuinsoosRageblade,Item_GargoyleStoneplate,Item_InfinityEdge,Item_LastWhisper,Item_WarmogsArmor,Item_Crownguard,Item_RapidFireCannon,Item_FrozenHeart,Item_AdaptiveHelm,Item_Redemption,Item_BrambleVest","Astronaut:3,ResistTank:1,FlexTrait:1,RangedTrait:1,AssassinTrait:1,FlexTrait:2,APTrait:1,Astronaut:4,Fateweaver:1,FlexTrait:3,ResistTank:2",Rammus,Rammus,30,6.4,13.33,0.0,41.83
Aurora+Diana+Illaoi+Jinx+Leblanc+Leona,"Aurora,Diana,Illaoi,Jinx,Leblanc,Leona","Aurora,Diana,Illaoi,Jinx,Leblanc,Leona","Item_TitansResolve,Item_WarmogsArmor,Item_Bloodthirster,Item_GuinsoosRageblade,Item_StatikkShiv,Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_Morellonomicon,Item_SpearOfShojin,AnimaSquadItem_Tier0_ClunkyPrototype,AnimaSquadItem_Tier0_LeakyPrototype,Item_Redemption","ADMIN:2,AnimaSquad:1,ShieldTank:1,ASTrait:1,FlexTrait:1,ASTrait:2,FlexTrait:2,ASTrait:3,AnimaSquad:2,ShieldTank:2,FlexTrait:5,FlexTrait:3",Diana,Illaoi,53,6.68,7.55,0.0,37.38
Aatrox+Jax+Maokai+Mordekaiser+Nunu+Samira+TahmKench+Xayah,"Aatrox,Jax,Maokai,Mordekaiser,Nunu,Samira,TahmKench,Xayah","Aatrox,Jax,Maokai,Mordekaiser,Nunu,Samira,TahmKench,Xayah","Item_RunaansHurricane,Item_FrozenHeart,Item_WarmogsArmor,Item_RapidFireCannon,Item_StargazerEmblemItem,Item_Deathblade,Item_InfinityEdge,Item_GargoyleStoneplate,Item_GuinsoosRageblade,Item_Crownguard,Item_AdaptiveHelm,EkkoOffering_AnomalyItem","DRX:1,HPTank:1,RangedTrait:1,ResistTank:1,ShieldTank:1,SpaceGroove:1,TahmKenchUniqueTrait:1,Stargazer_Serpent:1,Stargazer_Shield:1,Stargazer_Mountain:3,Stargazer_Huntress:1,DarkStar:1",Xayah,Nunu,29,6.59,10.34,0.0,36.76
Gwen+Nami+Nasus+Ornn+Pantheon+Riven+Samira+TahmKench,"Gwen,Nami,Nasus,Ornn,Pantheon,Riven,Samira,TahmKench","Gwen,Nami,Nasus,Ornn,Pantheon,Riven,Samira,TahmKench","Item_JeweledGauntlet,Item_Leviathan,Item_GargoyleStoneplate,Item_WarmogsArmor,Item_SpearOfShojin,Item_StatikkShiv,Item_Morellonomicon,Item_SpaceGrooveEmblemItem,Item_IonicSpark,Item_ThiefsGloves,Item_Bloodthirster,Item_FrozenHeart","APTrait:1,HPTank:1,TahmKenchUniqueTrait:1,AssassinTrait:1,Timebreaker:1,SpaceGroove:3,SpaceGroove:4,ResistTank:1,ShieldTank:1,Timebreaker:2,RangedTrait:1,AssassinTrait:2",Nami,Ornn,64,6.83,6.25,0.0,35.54
Aatrox+Blitzcrank+Jax+Maokai+Nunu+Samira+TahmKench+Xayah,"Aatrox,Blitzcrank,Jax,Maokai,Nunu,Samira,TahmKench,Xayah","Aatrox,Blitzcrank,Jax,Maokai,Nunu,Samira,TahmKench,Xayah","Item_StargazerEmblemItem,Item_RunaansHurricane,Item_FrozenHeart,Item_RapidFireCannon,Item_WarmogsArmor,Item_InfinityEdge,Item_Deathblade,Item_Redemption,Item_GargoyleStoneplate,Item_AdaptiveHelm,Item_ThiefsGloves,Item_Crownguard","BlitzcrankUniqueTrait:1,DRX:1,HPTank:1,ResistTank:1,ShieldTank:1,TahmKenchUniqueTrait:1,SpaceGroove:1,RangedTrait:1,Stargazer_Serpent:1,Stargazer_Mountain:3,Stargazer_Mountain:4,Stargazer_Shield:1",Xayah,TahmKench,50,6.76,8.0,0.0,35.5
AurelionSol+Galio+Karma+Mordekaiser+TahmKench+Urgot,"AurelionSol,Galio,Karma,Mordekaiser,TahmKench,Urgot","AurelionSol,Galio,Karma,Mordekaiser,TahmKench,Urgot","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_RabadonsDeathcap,Item_SteraksGage,Item_WarmogsArmor,Item_Morellonomicon,Item_RapidFireCannon,Item_MadredsBloodrazor,Item_PowerGauntlet,Item_NightHarvester,Item_ThiefsGloves","DarkStar:1,HPTank:1,ManaTrait:1,TahmKenchUniqueTrait:1,FlexTrait:1,Mecha:3,Mecha:2,FlexTrait:2,SpaceGroove:1,ShieldTank:1,FlexTrait:3,Mecha:1",AurelionSol,Galio,36,6.67,5.56,2.78,35.12
Belveth+Gragas+Graves+Kindred+Maokai+MasterYi+TahmKench+Urgot,"Belveth,Gragas,Graves,Kindred,Maokai,MasterYi,TahmKench,Urgot","Belveth,Gragas,Graves,Kindred,Maokai,MasterYi,TahmKench,Urgot","Item_GuardianAngel,Item_MadredsBloodrazor,Item_LastWhisper,Item_Quicksilver,Item_GuinsoosRageblade,Item_RapidFireCannon,Item_SteraksGage,Item_Deathblade,Item_FrozenHeart,Item_MeleeTraitEmblemItem,Item_GargoyleStoneplate,Item_WarmogsArmor","DRX:1,GravesTrait:1,HPTank:2,TahmKenchUniqueTrait:1,PsyOps:1,ASTrait:1,MeleeTrait:1,MeleeTrait:2,ASTrait:2,PsyOps:2,ASTrait:3",Kindred,TahmKench,22,6.64,9.09,0.0,34.21
Aatrox+Jax+Maokai+Nunu+Rhaast+Samira+TahmKench+Xayah,"Aatrox,Jax,Maokai,Nunu,Rhaast,Samira,TahmKench,Xayah","Aatrox,Jax,Maokai,Nunu,Rhaast,Samira,TahmKench,Xayah","Item_RunaansHurricane,Item_FrozenHeart,Item_RapidFireCannon,Item_WarmogsArmor,Item_StargazerEmblemItem,Item_GargoyleStoneplate,Item_InfinityEdge,Item_Deathblade,Item_ThiefsGloves,Item_Redemption,Item_AdaptiveHelm,Item_Crownguard","DRX:1,HPTank:1,ResistTank:1,RhaastUniqueTrait:1,SpaceGroove:1,TahmKenchUniqueTrait:1,RangedTrait:1,Stargazer_Serpent:1,Stargazer_Shield:1,Stargazer_Wolf:1,Stargazer_Mountain:4,Stargazer_Huntress:1",Xayah,TahmKench,60,6.83,1.67,0.0,33.0
Akali+Belveth+Briar+Jinx+Maokai+RekSai,"Akali,Belveth,Briar,Jinx,Maokai,RekSai","Akali,Belveth,Briar,Jinx,Maokai,RekSai","Item_Deathblade,Item_LastWhisper,Item_RunaansHurricane,Item_Quicksilver,Item_RapidFireCannon,Item_Crownguard,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_GuardianAngel,Item_MadredsBloodrazor,Item_UnstableConcoction,Item_FrozenHeart","DRX:1,Primordian:2,HPTank:1,MeleeTrait:1,ASTrait:1,ASTrait:2,AssassinTrait:1,AnimaSquad:1,TFTEvent5YR_Hacker:1,TFTEvent5YR_Nitro:2,TFTEvent5YR_Fated:2,TFTEvent5YR_Phantom:1",Jinx,RekSai,93,7.16,1.08,0.0,31.15
Bard+Corki+Fizz+Lissandra+Poppy+Rammus+Veigar,"Bard,Corki,Fizz,Lissandra,Poppy,Rammus,Veigar","Bard,Corki,Fizz,Lissandra,Poppy,Rammus,Veigar","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_Leviathan,Item_StatikkShiv,Item_WarmogsArmor,Item_SpearOfShojin,Item_Morellonomicon,Item_FrozenHeart,Item_Redemption,Item_RabadonsDeathcap,Item_Crownguard,Item_AdaptiveHelm","APTrait:1,Astronaut:3,ResistTank:1,AssassinTrait:1,DarkStar:1,Primordian:1,FlexTrait:1",Veigar,Rammus,36,6.86,5.56,0.0,30.4
Gwen+Nami+Nasus+Nunu+Ornn+Pantheon+Riven+TahmKench,"Gwen,Nami,Nasus,Nunu,Ornn,Pantheon,Riven,TahmKench","Gwen,Nami,Nasus,Nunu,Ornn,Pantheon,Riven,TahmKench","Item_JeweledGauntlet,Item_SpaceGrooveEmblemItem,Item_Leviathan,Item_GargoyleStoneplate,Item_WarmogsArmor,Item_StatikkShiv,Item_SpearOfShojin,Item_FrozenHeart,Item_Bloodthirster,Item_Morellonomicon,Item_Crownguard,Item_IonicSpark","APTrait:1,HPTank:1,ShieldTank:1,TahmKenchUniqueTrait:1,SpaceGroove:3,Timebreaker:1,AssassinTrait:1,AssassinTrait:2,ResistTank:1,Timebreaker:2,SpaceGroove:4,AssassinTrait:3",Nami,TahmKench,55,6.98,1.82,0.0,29.34
Gwen+Nami+Nasus+Ornn+Pantheon+Riven+TahmKench+Teemo,"Gwen,Nami,Nasus,Ornn,Pantheon,Riven,TahmKench,Teemo","Gwen,Nami,Nasus,Ornn,Pantheon,Riven,TahmKench,Teemo","Item_JeweledGauntlet,Item_Leviathan,Item_StatikkShiv,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_SpaceGrooveEmblemItem,Item_Bloodthirster,Item_SpearOfShojin,Item_RabadonsDeathcap,Item_Redemption,Item_FrozenHeart,Item_RedBuff","APTrait:1,HPTank:1,TahmKenchUniqueTrait:1,Timebreaker:1,AssassinTrait:1,SpaceGroove:3,SpaceGroove:4,AssassinTrait:2,ShieldTank:1,ResistTank:1",Nami,TahmKench,20,6.9,0.0,0.0,25.0
Aatrox+Blitzcrank+Jax+Maokai+Nunu+Rhaast+TahmKench+Xayah,"Aatrox,Blitzcrank,Jax,Maokai,Nunu,Rhaast,TahmKench,Xayah","Aatrox,Blitzcrank,Jax,Maokai,Nunu,Rhaast,TahmKench,Xayah","Item_FrozenHeart,Item_RunaansHurricane,Item_WarmogsArmor,Item_RapidFireCannon,Item_Redemption,Item_Crownguard,Item_InfinityEdge,Item_GargoyleStoneplate,Item_ThiefsGloves,Item_GuinsoosRageblade,Item_AdaptiveHelm,Item_RangedTraitEmblemItem","DRX:1,BlitzcrankUniqueTrait:1,HPTank:1,ResistTank:1,RhaastUniqueTrait:1,ShieldTank:1,SpaceGroove:1,TahmKenchUniqueTrait:1,Stargazer_Serpent:1,RangedTrait:1,Stargazer_Huntress:1,Stargazer_Wolf:1",Xayah,TahmKench,20,7.0,5.0,0.0,25.0
Corki+Fizz+Gnar+Lissandra+Poppy+Rammus+Veigar,"Corki,Fizz,Gnar,Lissandra,Poppy,Rammus,Veigar","Corki,Fizz,Gnar,Lissandra,Poppy,Rammus,Veigar","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_StatikkShiv,Item_Leviathan,Item_SpearOfShojin,Item_WarmogsArmor,Item_Morellonomicon,Item_NightHarvester,Item_Crownguard,Item_RabadonsDeathcap,Item_RapidFireCannon,Item_FrozenHeart","APTrait:1,Astronaut:3,ResistTank:1,AssassinTrait:1,FlexTrait:1,RangedTrait:1,DarkStar:1",Veigar,Rammus,54,7.26,0.0,0.0,22.91
Akali+Belveth+Gragas+Graves+Maokai+MasterYi+TahmKench+Urgot,"Akali,Belveth,Gragas,Graves,Maokai,MasterYi,TahmKench,Urgot","Akali,Belveth,Gragas,Graves,Maokai,MasterYi,TahmKench,Urgot","Item_GuardianAngel,Item_MadredsBloodrazor,Item_GuinsoosRageblade,Item_Quicksilver,Item_LastWhisper,Item_Deathblade,Item_Crownguard,Item_FrozenHeart,Item_WarmogsArmor,Item_SpectralGauntlet,Item_PsyOps_DroneMod,Item_Redemption","DRX:1,GravesTrait:1,MeleeTrait:2,PsyOps:1,TahmKenchUniqueTrait:1,HPTank:2,ASTrait:1,HPTank:3,SpaceGroove:1,Primordian:1",MasterYi,TahmKench,26,7.27,0.0,0.0,18.52
AurelionSol+Fiora+Galio+Karma+TahmKench+Urgot,"AurelionSol,Fiora,Galio,Karma,TahmKench,Urgot","AurelionSol,Fiora,Galio,Karma,TahmKench,Urgot","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_RabadonsDeathcap,Item_SteraksGage,Item_WarmogsArmor,Item_Morellonomicon,Item_PowerGauntlet,Item_MadredsBloodrazor,Item_ThiefsGloves,Item_SpearOfShojin,Item_AdaptiveHelm","FioraUniqueTrait:1,HPTank:1,Mecha:3,MeleeTrait:1,TahmKenchUniqueTrait:1,FlexTrait:1,FlexTrait:2",AurelionSol,Galio,32,7.41,0.0,0.0,16.68
Aatrox+Jax+Lulu+Milio+Pantheon+TwistedFate,"Aatrox,Jax,Lulu,Milio,Pantheon,TwistedFate","Aatrox,Jax,Lulu,Milio,Pantheon,TwistedFate","Item_Leviathan,Item_GargoyleStoneplate,Item_Bloodthirster,Item_WarmogsArmor,Item_TitansResolve,Item_GuardianAngel,Item_JeweledGauntlet,Item_SpearOfShojin,Item_FrozenHeart,Item_RabadonsDeathcap,Item_StargazerEmblemItem,Item_BlueBuff","APTrait:1,Fateweaver:1,ResistTank:1,Timebreaker:1,Stargazer_Medallion:1,Stargazer_Shield:1,Stargazer_Serpent:1,Stargazer_Mountain:3,Stargazer_Wolf:1,DRX:1,Stargazer_Fountain:1,TFTEvent5YR_Pyro:1",Jax,Pantheon,21,7.52,0.0,0.0,12.67
