comp,units,core_units,core_items,core_traits,main_carry,main_tank,games,avg_place,top4_rate,win_rate,stability_score,units_kr,core_units_kr,core_items_kr,core_traits_kr,main_carry_kr,main_tank_kr
Bard+Illaoi+Karma+Leona+Mordekaiser+Nunu+Sona+Vex,"Bard,Illaoi,Karma,Leona,Mordekaiser,Nunu,Sona,Vex","Bard,Illaoi,Karma,Leona,Mordekaiser,Nunu,Sona,Vex","Item_GuinsoosRageblade,Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_StatikkShiv,Item_WarmogsArmor,Item_FrozenHeart,Item_RabadonsDeathcap,Item_Morellonomicon,Item_MadredsBloodrazor,Item_AdaptiveHelm,Item_SpearOfShojin,Item_RapidFireCannon","ManaTrait:1,ShieldTank:2,SonaUniqueTrait:1,VexUniqueTrait:1,DarkStar:1,FlexTrait:1,ADMIN:1,FlexTrait:2,SpaceGroove:1,PsyOps:1,BlitzcrankUniqueTrait:1",Vex,Leona,58,4.78,41.38,5.17,91.29,"바드,일라오이,카르마,레오나,모데카이저,누누와 윌럼프,소나,벡스","바드,일라오이,카르마,레오나,모데카이저,누누와 윌럼프,소나,벡스","구인수의 격노검,보석 건틀릿,가고일 돌갑옷,공허의 지팡이,워모그의 갑옷,수호자의 맹세,라바돈의 죽음모자,모렐로노미콘,거인 학살자,적응형 투구,쇼진의 창,붉은 덩굴정령","전달자 1,선봉대 2,지휘관 1,파멸자 1,암흑의 별 1,여행자 1,중재자 1,여행자 2,우주 그루브 1,초능력 1,파티광 1",벡스,레오나
Bard+Blitzcrank+Illaoi+Karma+Leona+Mordekaiser+Rhaast+Sona,"Bard,Blitzcrank,Illaoi,Karma,Leona,Mordekaiser,Rhaast,Sona","Bard,Blitzcrank,Illaoi,Karma,Leona,Mordekaiser,Rhaast,Sona","Item_GargoyleStoneplate,Item_StatikkShiv,Item_JeweledGauntlet,Item_Morellonomicon,Item_RabadonsDeathcap,Item_MadredsBloodrazor,Item_PowerGauntlet,Item_WarmogsArmor,Item_AdaptiveHelm,Item_SpearOfShojin,Item_FrozenHeart,Item_ThiefsGloves","BlitzcrankUniqueTrait:1,DarkStar:1,FlexTrait:1,ManaTrait:1,RhaastUniqueTrait:1,ShieldTank:2,SonaUniqueTrait:1,SpaceGroove:1",Leona,Leona,25,4.6,48.0,0.0,90.95,"바드,블리츠크랭크,일라오이,카르마,레오나,모데카이저,라아스트,소나","바드,블리츠크랭크,일라오이,카르마,레오나,모데카이저,라아스트,소나","가고일 돌갑옷,공허의 지팡이,보석 건틀릿,모렐로노미콘,라바돈의 죽음모자,거인 학살자,타격대의 철퇴,워모그의 갑옷,적응형 투구,쇼진의 창,수호자의 맹세,도적의 장갑","파티광 1,암흑의 별 1,여행자 1,전달자 1,구원자 1,선봉대 2,지휘관 1,우주 그루브 1",레오나,레오나
Aatrox+Akali+Fiora+Graves+Maokai+Morgana+Shen+TahmKench+Vex,"Aatrox,Akali,Fiora,Graves,Maokai,Morgana,Shen,TahmKench,Vex","Aatrox,Akali,Fiora,Graves,Maokai,Morgana,Shen,TahmKench,Vex","Item_GuinsoosRageblade,Item_ThiefsGloves,Item_Quicksilver,Item_FrozenHeart,Item_MadredsBloodrazor,Item_GargoyleStoneplate,Item_SteraksGage,Item_Deathblade,Item_WarmogsArmor,Item_GuardianAngel,Item_PowerGauntlet,Item_Redemption","FioraUniqueTrait:1,GravesTrait:1,HPTank:1,MeleeTrait:1,MorganaUniqueTrait:1,ResistTank:1,ShenUniqueTrait:1,TahmKenchUniqueTrait:1,VexUniqueTrait:1,DRX:1,TFTEvent5YR_Conqueror:2,TFTEvent5YR_Mountain:1",Vex,Morgana,71,4.9,38.03,5.63,89.52,"아트록스,아칼리,피오라,그레이브즈,마오카이,모르가나,쉔,탐 켄치,벡스","아트록스,아칼리,피오라,그레이브즈,마오카이,모르가나,쉔,탐 켄치,벡스","구인수의 격노검,도적의 장갑,수은,수호자의 맹세,거인 학살자,가고일 돌갑옷,스테락의 도전,죽음의 검,워모그의 갑옷,밤의 끝자락,타격대의 철퇴,정령의 형상","신성 결투가 1,최신상 1,싸움꾼 1,습격자 1,어둠의 여인 1,요새 1,보루 1,예언자 1,파멸자 1,N.O.V.A. 1,TFTEvent5YR_Conqueror 2,TFTEvent5YR_Mountain 1",벡스,모르가나
Belveth+Fiora+Gragas+Kindred+Maokai+MasterYi+TahmKench+Urgot,"Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,TahmKench,Urgot","Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,TahmKench,Urgot","Item_GuardianAngel,Item_MadredsBloodrazor,Item_LastWhisper,Item_Quicksilver,Item_GuinsoosRageblade,Item_WarmogsArmor,Item_RunaansHurricane,Item_Redemption,Item_FrozenHeart,Item_RapidFireCannon,Item_RedBuff,Item_Deathblade","DRX:1,FioraUniqueTrait:1,TahmKenchUniqueTrait:1,PsyOps:1,MeleeTrait:2,HPTank:2,ASTrait:1,ASTrait:2,Primordian:1,HPTank:3,MeleeTrait:3,SpaceGroove:1",MasterYi,TahmKench,259,5.63,26.64,3.86,89.15,"벨베스,피오라,그라가스,킨드레드,마오카이,마스터 이,탐 켄치,우르곳","벨베스,피오라,그라가스,킨드레드,마오카이,마스터 이,탐 켄치,우르곳","밤의 끝자락,거인 학살자,최후의 속삭임,수은,구인수의 격노검,워모그의 갑옷,크라켄의 분노,정령의 형상,수호자의 맹세,붉은 덩굴정령,태양불꽃 망토,죽음의 검","N.O.V.A. 1,신성 결투가 1,예언자 1,초능력 1,습격자 2,싸움꾼 2,도전자 1,도전자 2,태고족 1,싸움꾼 3,습격자 3,우주 그루브 1",마스터 이,탐 켄치
Chogath+Galio+Jhin+Kaisa+Karma+Lissandra+Mordekaiser+Nunu+TahmKench,"Chogath,Galio,Jhin,Kaisa,Karma,Lissandra,Mordekaiser,Nunu,TahmKench","Chogath,Galio,Jhin,Kaisa,Karma,Lissandra,Mordekaiser,Nunu,TahmKench","Item_WarmogsArmor,Item_GargoyleStoneplate,Item_FrozenHeart,Item_InfinityEdge,Item_LastWhisper,Item_MadredsBloodrazor,Item_AdaptiveHelm,Item_RabadonsDeathcap,Item_StatikkShiv,Item_PowerGauntlet,Item_RapidFireCannon,Item_SpearOfShojin","DarkStar:3,HPTank:1,JhinUniqueTrait:1,ShieldTank:1,TahmKenchUniqueTrait:1,FlexTrait:1,FlexTrait:2",Jhin,TahmKench,20,4.85,50.0,10.0,89.0,"초가스,거대 메크 로봇,진,카이사,카르마,리산드라,모데카이저,누누와 윌럼프,탐 켄치","초가스,거대 메크 로봇,진,카이사,카르마,리산드라,모데카이저,누누와 윌럼프,탐 켄치","워모그의 갑옷,가고일 돌갑옷,수호자의 맹세,무한의 대검,최후의 속삭임,거인 학살자,적응형 투구,라바돈의 죽음모자,공허의 지팡이,타격대의 철퇴,붉은 덩굴정령,쇼진의 창","암흑의 별 3,싸움꾼 1,말살자 1,선봉대 1,예언자 1,여행자 1,여행자 2",진,탐 켄치
Bard+Blitzcrank+Illaoi+Karma+Mordekaiser+Nunu+Sona+Viktor,"Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Nunu,Sona,Viktor","Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Nunu,Sona,Viktor","Item_JeweledGauntlet,Item_StatikkShiv,Item_RabadonsDeathcap,Item_FrozenHeart,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_Morellonomicon,Item_SpearOfShojin,Item_MadredsBloodrazor,Item_PsyOps_SympatheticImplantMod,Item_AdaptiveHelm,Item_PowerGauntlet","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:2,PsyOps:1,ShieldTank:2,SonaUniqueTrait:1,SpaceGroove:1,FlexTrait:1,FlexTrait:2",Bard,Nunu,27,4.78,48.15,0.0,87.75,"바드,블리츠크랭크,일라오이,카르마,모데카이저,누누와 윌럼프,소나,빅토르","바드,블리츠크랭크,일라오이,카르마,모데카이저,누누와 윌럼프,소나,빅토르","보석 건틀릿,공허의 지팡이,라바돈의 죽음모자,수호자의 맹세,워모그의 갑옷,가고일 돌갑옷,모렐로노미콘,쇼진의 창,거인 학살자,공감 임플란트,적응형 투구,타격대의 철퇴","파티광 1,암흑의 별 1,전달자 2,초능력 1,선봉대 2,지휘관 1,우주 그루브 1,여행자 1,여행자 2",바드,누누와 윌럼프
Corki+Fizz+Galio+Milio+Poppy+Rammus+Riven,"Corki,Fizz,Galio,Milio,Poppy,Rammus,Riven","Corki,Fizz,Galio,Milio,Poppy,Rammus,Riven","Item_Deathblade,Item_LastWhisper,Item_GargoyleStoneplate,Item_WarmogsArmor,Item_SteraksGage,Item_FrozenHeart,Item_Crownguard,Item_Morellonomicon,Item_PowerGauntlet,Item_MadredsBloodrazor,Item_Bloodthirster,Item_Redemption","Fateweaver:1,ResistTank:1,Astronaut:2,FlexTrait:1,Timebreaker:1,AssassinTrait:1,AssassinTrait:2,FlexTrait:2,Timebreaker:2,SpaceGroove:1,Astronaut:3,Timebreaker:3",Corki,Rammus,471,5.66,25.9,0.64,87.43,"코르키,피즈,거대 메크 로봇,밀리오,뽀삐,람머스,리븐","코르키,피즈,거대 메크 로봇,밀리오,뽀삐,람머스,리븐","죽음의 검,최후의 속삭임,가고일 돌갑옷,워모그의 갑옷,스테락의 도전,수호자의 맹세,크라운가드,모렐로노미콘,타격대의 철퇴,거인 학살자,피바라기,정령의 형상","운명술사 1,요새 1,정령족 2,여행자 1,시간 균열자 1,불한당 1,불한당 2,여행자 2,시간 균열자 2,우주 그루브 1,정령족 3,시간 균열자 3",코르키,람머스
Akali+Belveth+Gragas+Kindred+Maokai+MasterYi+Rhaast+TahmKench+Urgot,"Akali,Belveth,Gragas,Kindred,Maokai,MasterYi,Rhaast,TahmKench,Urgot","Akali,Belveth,Gragas,Kindred,Maokai,MasterYi,Rhaast,TahmKench,Urgot","Item_MadredsBloodrazor,Item_GuardianAngel,Item_Quicksilver,Item_Redemption,Item_GuinsoosRageblade,Item_LastWhisper,Item_WarmogsArmor,Item_SpectralGauntlet,Item_RapidFireCannon,Item_AdaptiveHelm,Item_RunaansHurricane,Item_Crownguard","ASTrait:1,MeleeTrait:2,RhaastUniqueTrait:1,DRX:1,PsyOps:1,TahmKenchUniqueTrait:1,HPTank:2,HPTank:3,Primordian:1,SpaceGroove:1,DRX:2,HPTank:1",MasterYi,TahmKench,33,4.88,45.45,6.06,87.37,"아칼리,벨베스,그라가스,킨드레드,마오카이,마스터 이,라아스트,탐 켄치,우르곳","아칼리,벨베스,그라가스,킨드레드,마오카이,마스터 이,라아스트,탐 켄치,우르곳","거인 학살자,밤의 끝자락,수은,정령의 형상,구인수의 격노검,최후의 속삭임,워모그의 갑옷,저녁갑주,붉은 덩굴정령,적응형 투구,크라켄의 분노,크라운가드","도전자 1,습격자 2,구원자 1,N.O.V.A. 1,초능력 1,예언자 1,싸움꾼 2,싸움꾼 3,태고족 1,우주 그루브 1,N.O.V.A. 2,싸움꾼 1",마스터 이,탐 켄치
Akali+Belveth+Briar+Jinx+Kindred+Maokai+RekSai,"Akali,Belveth,Briar,Jinx,Kindred,Maokai,RekSai","Akali,Belveth,Briar,Jinx,Kindred,Maokai,RekSai","Item_Deathblade,Item_LastWhisper,Item_MadredsBloodrazor,Item_Quicksilver,Item_RunaansHurricane,Item_WarmogsArmor,Item_RapidFireCannon,Item_FrozenHeart,Item_GargoyleStoneplate,Item_UnstableConcoction,Item_ThiefsGloves,Item_Crownguard","Primordian:2,HPTank:1,MeleeTrait:1,DRX:1,ASTrait:2,ASTrait:3,AssassinTrait:1,AnimaSquad:1,DRX:2,TFTEvent5YR_TheCrew:2,ASTrait:4,TFTEvent5YR_Phantom:1",Jinx,RekSai,175,5.52,25.71,0.57,86.31,"아칼리,벨베스,브라이어,징크스,킨드레드,마오카이,렉사이","아칼리,벨베스,브라이어,징크스,킨드레드,마오카이,렉사이","죽음의 검,최후의 속삭임,거인 학살자,수은,크라켄의 분노,워모그의 갑옷,붉은 덩굴정령,수호자의 맹세,가고일 돌갑옷,정의의 손길,도적의 장갑,크라운가드","태고족 2,싸움꾼 1,습격자 1,N.O.V.A. 1,도전자 2,도전자 3,불한당 1,동물특공대 1,N.O.V.A. 2,TFTEvent5YR_TheCrew 2,도전자 4,TFTEvent5YR_Phantom 1",징크스,렉사이
Aatrox+Jax+Jhin+Maokai+Mordekaiser+Morgana+Nunu+TahmKench+Xayah,"Aatrox,Jax,Jhin,Maokai,Mordekaiser,Morgana,Nunu,TahmKench,Xayah","Aatrox,Jax,Jhin,Maokai,Mordekaiser,Morgana,Nunu,TahmKench,Xayah","Item_RunaansHurricane,Item_FrozenHeart,Item_RapidFireCannon,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_Redemption,Item_Crownguard,Item_StargazerEmblemItem,Item_Deathblade,Item_InfinityEdge,Item_MadredsBloodrazor,Item_AdaptiveHelm","DRX:1,DarkStar:1,HPTank:1,JhinUniqueTrait:1,MorganaUniqueTrait:1,ResistTank:1,ShieldTank:1,TahmKenchUniqueTrait:1,RangedTrait:1,Stargazer_Shield:1,Stargazer_Serpent:1,Stargazer_Mountain:4",Xayah,Morgana,22,4.77,45.45,0.0,86.03,"아트록스,잭스,진,마오카이,모데카이저,모르가나,누누와 윌럼프,탐 켄치,자야","아트록스,잭스,진,마오카이,모데카이저,모르가나,누누와 윌럼프,탐 켄치,자야","크라켄의 분노,수호자의 맹세,붉은 덩굴정령,워모그의 갑옷,가고일 돌갑옷,정령의 형상,크라운가드,별돌보미 상징,죽음의 검,무한의 대검,거인 학살자,적응형 투구","N.O.V.A. 1,암흑의 별 1,싸움꾼 1,말살자 1,어둠의 여인 1,요새 1,선봉대 1,예언자 1,저격수 1,별돌보미 1,별돌보미 1,별돌보미 4",자야,모르가나
Bard+Blitzcrank+Illaoi+Karma+Leona+Mordekaiser+Nunu+Sona,"Bard,Blitzcrank,Illaoi,Karma,Leona,Mordekaiser,Nunu,Sona","Bard,Blitzcrank,Illaoi,Karma,Leona,Mordekaiser,Nunu,Sona","Item_JeweledGauntlet,Item_StatikkShiv,Item_GargoyleStoneplate,Item_FrozenHeart,Item_RabadonsDeathcap,Item_SpearOfShojin,Item_PowerGauntlet,Item_Morellonomicon,Item_WarmogsArmor,Item_AdaptiveHelm,Item_ShieldTankEmblemItem,Item_MadredsBloodrazor","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:1,SonaUniqueTrait:1,SpaceGroove:1,FlexTrait:1,ShieldTank:3,ShieldTank:2,PsyOps:1,FlexTrait:2,ADMIN:1",Bard,Leona,35,4.94,45.71,2.86,85.54,"바드,블리츠크랭크,일라오이,카르마,레오나,모데카이저,누누와 윌럼프,소나","바드,블리츠크랭크,일라오이,카르마,레오나,모데카이저,누누와 윌럼프,소나","보석 건틀릿,공허의 지팡이,가고일 돌갑옷,수호자의 맹세,라바돈의 죽음모자,쇼진의 창,타격대의 철퇴,모렐로노미콘,워모그의 갑옷,적응형 투구,선봉대 상징,거인 학살자","파티광 1,암흑의 별 1,전달자 1,지휘관 1,우주 그루브 1,여행자 1,선봉대 3,선봉대 2,초능력 1,여행자 2,중재자 1",바드,레오나
Aatrox+Blitzcrank+Jax+Maokai+Nunu+Rhaast+Samira+TahmKench+Xayah,"Aatrox,Blitzcrank,Jax,Maokai,Nunu,Rhaast,Samira,TahmKench,Xayah","Aatrox,Blitzcrank,Jax,Maokai,Nunu,Rhaast,Samira,TahmKench,Xayah","Item_RunaansHurricane,Item_WarmogsArmor,Item_FrozenHeart,Item_StargazerEmblemItem,Item_RapidFireCannon,Item_Deathblade,Item_InfinityEdge,Item_Redemption,Item_GargoyleStoneplate,Item_ThiefsGloves,Item_Crownguard,Item_AdaptiveHelm","BlitzcrankUniqueTrait:1,DRX:1,HPTank:1,ResistTank:1,RhaastUniqueTrait:1,ShieldTank:1,TahmKenchUniqueTrait:1,RangedTrait:1,SpaceGroove:1,Stargazer_Shield:1,Stargazer_Serpent:1,Stargazer_Wolf:1",Xayah,TahmKench,23,4.65,34.78,0.0,84.32,"아트록스,블리츠크랭크,잭스,마오카이,누누와 윌럼프,라아스트,사미라,탐 켄치,자야","아트록스,블리츠크랭크,잭스,마오카이,누누와 윌럼프,라아스트,사미라,탐 켄치,자야","크라켄의 분노,워모그의 갑옷,수호자의 맹세,별돌보미 상징,붉은 덩굴정령,죽음의 검,무한의 대검,정령의 형상,가고일 돌갑옷,도적의 장갑,크라운가드,적응형 투구","파티광 1,N.O.V.A. 1,싸움꾼 1,요새 1,구원자 1,선봉대 1,예언자 1,저격수 1,우주 그루브 1,별돌보미 1,별돌보미 1,별돌보미 1",자야,탐 켄치
Blitzcrank+Gwen+Morgana+Nami+Nasus+Ornn+Pantheon+Riven+TahmKench,"Blitzcrank,Gwen,Morgana,Nami,Nasus,Ornn,Pantheon,Riven,TahmKench","Blitzcrank,Gwen,Morgana,Nami,Nasus,Ornn,Pantheon,Riven,TahmKench","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_SpearOfShojin,Item_WarmogsArmor,Item_Leviathan,Item_StatikkShiv,Item_RapidFireCannon,Item_Crownguard,Item_FrozenHeart,Item_SpaceGrooveEmblemItem,Item_NightHarvester,Item_Redemption","APTrait:1,BlitzcrankUniqueTrait:1,HPTank:1,MorganaUniqueTrait:1,ShieldTank:1,TahmKenchUniqueTrait:1,Timebreaker:1,AssassinTrait:1,SpaceGroove:3,ResistTank:1,SpaceGroove:4,AssassinTrait:2",Nami,Morgana,22,4.86,45.45,0.0,84.21,"블리츠크랭크,그웬,모르가나,나미,나서스,오른,판테온,리븐,탐 켄치","블리츠크랭크,그웬,모르가나,나미,나서스,오른,판테온,리븐,탐 켄치","보석 건틀릿,가고일 돌갑옷,쇼진의 창,워모그의 갑옷,내셔의 이빨,공허의 지팡이,붉은 덩굴정령,크라운가드,수호자의 맹세,우주 그루브 상징,굳건한 심장,정령의 형상","복제자 1,파티광 1,싸움꾼 1,어둠의 여인 1,선봉대 1,예언자 1,시간 균열자 1,불한당 1,우주 그루브 3,요새 1,우주 그루브 4,불한당 2",나미,모르가나
Aatrox+Jax+Lulu+Maokai+Milio+Pantheon+TwistedFate,"Aatrox,Jax,Lulu,Maokai,Milio,Pantheon,TwistedFate","Aatrox,Jax,Lulu,Maokai,Milio,Pantheon,TwistedFate","Item_Leviathan,Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_SpearOfShojin,Item_StargazerEmblemItem,Item_WarmogsArmor,Item_FrozenHeart,Item_Morellonomicon,Item_AdaptiveHelm,Item_RabadonsDeathcap,Item_Crownguard,Item_Redemption","APTrait:1,DRX:1,Fateweaver:1,ResistTank:1,HPTank:1,Timebreaker:1,Stargazer_Medallion:1,Stargazer_Fountain:1,Stargazer_Mountain:4,Stargazer_Serpent:1,Stargazer_Shield:1,Stargazer_Huntress:1",Lulu,Jax,605,5.85,21.98,0.83,82.02,"아트록스,잭스,룰루,마오카이,밀리오,판테온,트위스티드 페이트","아트록스,잭스,룰루,마오카이,밀리오,판테온,트위스티드 페이트","내셔의 이빨,가고일 돌갑옷,보석 건틀릿,쇼진의 창,별돌보미 상징,워모그의 갑옷,수호자의 맹세,모렐로노미콘,적응형 투구,라바돈의 죽음모자,크라운가드,정령의 형상","복제자 1,N.O.V.A. 1,운명술사 1,요새 1,싸움꾼 1,시간 균열자 1,별돌보미 1,별돌보미 1,별돌보미 4,별돌보미 1,별돌보미 1,별돌보미 1",룰루,잭스
Blitzcrank+Nami+Nasus+Ornn+Samira,"Blitzcrank,Nami,Nasus,Ornn,Samira","Blitzcrank,Nami,Nasus,Ornn,Samira","Item_GargoyleStoneplate,Item_WarmogsArmor,Item_SpearOfShojin,Item_LastWhisper,Item_InfinityEdge,Item_Deathblade,Item_Morellonomicon,Item_Redemption,Item_RapidFireCannon,Item_MadredsBloodrazor,Item_ThiefsGloves,Item_BlueBuff","BlitzcrankUniqueTrait:1,ShieldTank:1,SpaceGroove:3,RangedTrait:1,ResistTank:1,Stargazer_Mountain:1",Samira,Ornn,139,5.54,25.18,3.6,81.21,"블리츠크랭크,나미,나서스,오른,사미라","블리츠크랭크,나미,나서스,오른,사미라","가고일 돌갑옷,워모그의 갑옷,쇼진의 창,최후의 속삭임,무한의 대검,죽음의 검,모렐로노미콘,정령의 형상,붉은 덩굴정령,거인 학살자,도적의 장갑,푸른 파수꾼","파티광 1,선봉대 1,우주 그루브 3,저격수 1,요새 1,별돌보미 1",사미라,오른
Corki+Fizz+Milio+Poppy+Rammus+Riven+Shen,"Corki,Fizz,Milio,Poppy,Rammus,Riven,Shen","Corki,Fizz,Milio,Poppy,Rammus,Riven,Shen","Item_Deathblade,Item_LastWhisper,Item_ResistTankEmblemItem,Item_MadredsBloodrazor,Item_GargoyleStoneplate,Item_Crownguard,Item_WarmogsArmor,Item_SteraksGage,Item_FrozenHeart,Item_PowerGauntlet,Item_Morellonomicon,Item_Redemption","ShenUniqueTrait:1,Astronaut:2,Fateweaver:1,Timebreaker:1,AssassinTrait:1,ResistTank:2,FlexTrait:1,AssassinTrait:2,ResistTank:1,Timebreaker:2,Timebreaker:3,AssassinTrait:3",Corki,Rammus,27,4.96,37.04,3.7,80.72,"코르키,피즈,밀리오,뽀삐,람머스,리븐,쉔","코르키,피즈,밀리오,뽀삐,람머스,리븐,쉔","죽음의 검,최후의 속삭임,요새 상징,거인 학살자,가고일 돌갑옷,크라운가드,워모그의 갑옷,스테락의 도전,수호자의 맹세,타격대의 철퇴,모렐로노미콘,정령의 형상","보루 1,정령족 2,운명술사 1,시간 균열자 1,불한당 1,요새 2,여행자 1,불한당 2,요새 1,시간 균열자 2,시간 균열자 3,불한당 3",코르키,람머스
Akali+Belveth+Jinx+Kindred+Maokai+RekSai+Rhaast,"Akali,Belveth,Jinx,Kindred,Maokai,RekSai,Rhaast","Akali,Belveth,Jinx,Kindred,Maokai,RekSai,Rhaast","Item_Deathblade,Item_LastWhisper,Item_MadredsBloodrazor,Item_Quicksilver,Item_RunaansHurricane,Item_RapidFireCannon,Item_ThiefsGloves,Item_FrozenHeart,Item_GuardianAngel,Item_Crownguard,Item_SteraksGage,Item_UnstableConcoction","HPTank:1,MeleeTrait:1,RhaastUniqueTrait:1,DRX:1,Primordian:1,ASTrait:2,ASTrait:3,Primordian:2,DRX:2,Stargazer_Mountain:1,SpaceGroove:1,ASTrait:4",Jinx,RekSai,63,5.21,36.51,0.0,79.93,"아칼리,벨베스,징크스,킨드레드,마오카이,렉사이,라아스트","아칼리,벨베스,징크스,킨드레드,마오카이,렉사이,라아스트","죽음의 검,최후의 속삭임,거인 학살자,수은,크라켄의 분노,붉은 덩굴정령,도적의 장갑,수호자의 맹세,밤의 끝자락,크라운가드,스테락의 도전,정의의 손길","싸움꾼 1,습격자 1,구원자 1,N.O.V.A. 1,태고족 1,도전자 2,도전자 3,태고족 2,N.O.V.A. 2,별돌보미 1,우주 그루브 1,도전자 4",징크스,렉사이
AurelionSol+Illaoi+Karma+Leblanc+Leona+Mordekaiser+Nunu,"AurelionSol,Illaoi,Karma,Leblanc,Leona,Mordekaiser,Nunu","AurelionSol,Illaoi,Karma,Leblanc,Leona,Mordekaiser,Nunu","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_StatikkShiv,Item_MadredsBloodrazor,Item_FrozenHeart,Item_RabadonsDeathcap,Item_WarmogsArmor,Item_PowerGauntlet,Item_AdaptiveHelm,Item_Morellonomicon,Item_GuinsoosRageblade,Item_Redemption","DarkStar:1,ManaTrait:1,ShieldTank:2,ADMIN:1,FlexTrait:1,FlexTrait:2,Stargazer_Mountain:2,ADMIN:2",AurelionSol,Nunu,47,5.15,34.04,0.0,77.69,"아우렐리온 솔,일라오이,카르마,르블랑,레오나,모데카이저,누누와 윌럼프","아우렐리온 솔,일라오이,카르마,르블랑,레오나,모데카이저,누누와 윌럼프","보석 건틀릿,가고일 돌갑옷,공허의 지팡이,거인 학살자,수호자의 맹세,라바돈의 죽음모자,워모그의 갑옷,타격대의 철퇴,적응형 투구,모렐로노미콘,구인수의 격노검,정령의 형상","암흑의 별 1,전달자 1,선봉대 2,중재자 1,여행자 1,여행자 2,별돌보미 2,중재자 2",아우렐리온 솔,누누와 윌럼프
Blitzcrank+Gwen+Nasus+Ornn+Samira,"Blitzcrank,Gwen,Nasus,Ornn,Samira","Blitzcrank,Gwen,Nasus,Ornn,Samira","Item_SpearOfShojin,Item_GargoyleStoneplate,Item_WarmogsArmor,Item_LastWhisper,Item_InfinityEdge,Item_Deathblade,Item_Redemption,Item_RapidFireCannon,Item_Morellonomicon,Item_AdaptiveHelm,Item_MadredsBloodrazor,Item_RedBuff","BlitzcrankUniqueTrait:1,ShieldTank:1,SpaceGroove:3,ResistTank:1,RangedTrait:1,TFTEvent5YR_Elderwood:2,TFTEvent5YR_Mountain:1",Samira,Ornn,28,5.11,35.71,0.0,76.34,"블리츠크랭크,그웬,나서스,오른,사미라","블리츠크랭크,그웬,나서스,오른,사미라","쇼진의 창,가고일 돌갑옷,워모그의 갑옷,최후의 속삭임,무한의 대검,죽음의 검,정령의 형상,붉은 덩굴정령,모렐로노미콘,적응형 투구,거인 학살자,태양불꽃 망토","파티광 1,선봉대 1,우주 그루브 3,요새 1,저격수 1,TFTEvent5YR_Elderwood 2,TFTEvent5YR_Mountain 1",사미라,오른
